Sample,k__Bacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Verrucomicrobia,k__Archaea|p__Euryarchaeota,k__Viruses|p__Viruses_noname,Country,Death rate by 100000,Case-Fatalety per 100 case,Susciptability to SARS-CoV-2
SchirmerM_2016.metaphlan_bugs_list.stool:G89025,99.99325,10.17395,0.22962,63.98679,25.59148,0.01141,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89026,100,19.08234,0.52294,62.53459,17.85567,0.00447,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89027,99.27678,24.21752,0.76397,69.85356,4.44173,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89028,99.93463,11.12938,0.73286,51.84406,36.22834,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89029,100,17.80666,1.76488,79.34413,1.01713,0.0672,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89030,99.43594,21.47354,0.44241,66.29801,10.487,0.73499,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89031,99.90414,19.2728,0.90866,70.06864,9.64227,0.01177,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89033,100,9.85215,0.26166,54.28549,35.60069,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89034,100,6.25398,0.29526,49.70763,43.74312,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89035,100,9.65873,0.29098,63.273,26.76704,0.01025,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89036,99.95389,10.37318,0.53456,20.35415,68.59386,0.09813,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89037,96.88222,27.46783,0.61941,51.69662,17.09837,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89038,100,19.1391,1.51248,45.6953,33.65058,0.00253,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89039,100,20.74288,0.48168,35.15564,13.08068,30.53467,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89040,93.69019,9.85677,0.25589,60.38013,23.14754,0.04338,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89042,100,23.2009,0.25413,67.02457,9.5204,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89043,92.06531,10.77325,5.33816,47.60084,11.46064,16.89242,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89044,100,32.99185,0.45712,52.58833,13.15424,0.80846,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89045,100,24.07075,0.56227,46.4827,28.86433,0.01995,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89046,99.56928,32.53309,0.67721,37.16876,29.19023,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89047,99.99206,25.01414,0.54663,51.50823,22.51284,0.41023,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89048,99.65336,28.83231,0.92077,28.77671,41.12357,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89049,99.97637,12.21891,0.18713,55.28988,32.13643,0.13969,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89050,100,17.59547,0.3574,65.96278,12.6357,3.44865,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89051,99.05138,12.7264,0.27415,79.77082,5.98797,0.28527,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89052,100,5.16068,0.27249,57.72543,36.8414,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89053,100,16.97124,0.70195,78.37531,3.95149,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89054,100,8.17749,0.2792,89.84315,1.69472,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89055,96.43869,20.24784,0.54073,42.8835,32.71934,0.04115,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89056,100,38.26477,0.58839,52.0529,9.09395,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89057,98.49263,30.82875,1.08191,63.0609,3.40002,0.12105,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89058,96.33252,7.38191,4.32191,31.92985,52.69886,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89059,100,10.07398,1.52452,74.92846,13.47303,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89060,100,25.72098,2.23803,57.69877,14.29078,0.04457,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89061,99.9154,14.89228,0.79187,48.49793,35.73333,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89062,100,35.3375,0.43704,51.10905,12.48036,0.63605,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89063,100,13.74806,0.16097,59.88513,26.18421,0.02164,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89064,99.88332,18.41119,0.21529,52.74421,28.51262,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89065,88.85392,5.646,0.41044,63.86324,17.72246,1.2057,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89067,99.98577,9.60258,0.36273,66.2104,23.50408,0.30023,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89068,99.91719,26.40101,0.36602,56.53421,13.53437,3.08158,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89069,99.95541,9.78984,0.71649,63.51525,20.11108,5.80763,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89070,100,22.54644,0.50865,60.3308,16.61001,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89071,100,31.79678,0.52497,58.14722,9.0802,0.45082,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89072,100,13.39633,0.41427,34.42808,51.18435,0.57698,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89073,100,48.87162,1.1584,44.65733,5.14431,0.14381,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89074,100,31.94798,2.89415,65.04787,0.11,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89076,99.83001,35.2055,1.06426,60.38003,1.9956,1.16323,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89077,100,31.82324,2.13763,44.89635,21.14279,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89078,99.99639,9.76715,0.11083,62.07095,28.04746,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89079,100,17.62005,0.47283,54.53293,27.36928,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89080,99.95952,31.6663,1.15031,58.89731,4.46337,3.78223,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89081,100,16.54435,0.09846,63.95133,19.40586,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89082,99.96974,16.0855,0.86621,72.6404,10.37762,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89083,99.28104,5.00416,0.06882,56.10598,32.13823,5.96385,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89084,88.79141,5.79077,1.01235,40.14663,39.11409,2.72755,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89085,88.50853,28.01335,0.91903,41.17461,16.47825,1.92329,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89087,80.03552,10.25927,0.19872,40.9001,28.67743,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89088,99.99523,32.10038,2.30656,54.09064,11.49765,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89089,99.59688,44.69859,1.84761,45.86032,2.87266,4.3177,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89091,99.65894,31.79814,0.40338,67.19251,0.01064,0.25428,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89092,91.10938,10.18719,0.42874,64.63674,15.85594,0.00076,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89093,92.31654,25.4643,0.47899,52.27751,12.80751,1.28823,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89094,100,39.25768,0.46024,37.48757,22.64903,0.14547,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89095,99.32938,16.02895,0.11987,70.63138,12.54918,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89096,95.57883,8.97488,0.32478,76.83072,9.2936,0.15485,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89097,100,25.10743,0.45163,68.61782,5.82312,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89098,87.27207,5.76808,0.57524,73.50474,7.32154,0.10246,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89100,100,31.22484,0.46124,39.29258,29.02134,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89101,92.67533,34.02447,2.07479,49.05165,7.35961,0.16482,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89103,100,13.28634,0.26146,82.58922,3.86298,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89106,100,59.84152,0.46717,37.2074,2.4839,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89107,97.61207,21.01918,0.5051,52.15548,23.52125,0.41106,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89108,100,23.58587,0.70554,55.55475,20.15383,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89109,97.87343,19.81637,0.45966,62.56588,13.36057,1.67096,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89111,99.31294,26.37745,0.35995,61.73739,10.83617,0.00199,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89112,99.96071,25.86007,0.57464,59.75844,13.76755,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89113,94.47303,19.86148,0.33173,44.76005,29.27493,0.24484,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89114,100,1.88681,0.32848,73.28175,20.37853,4.12443,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89116,100,10.09698,0.08444,82.9887,3.90993,2.91995,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89117,100,9.26723,0.53162,59.83421,30.36694,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89118,99.95344,17.37654,0.36649,66.00854,14.71921,1.48267,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89119,98.08808,10.38874,0.30256,60.65453,26.73428,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89120,100,29.14042,0.3177,54.78985,15.71517,0.03686,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89121,100,10.42015,0.35285,83.0213,6.11632,0.08937,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89122,100,16.02082,0.60603,70.87451,12.40279,0.09585,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89123,100,6.6329,0.16415,71.54092,18.62936,3.03268,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89124,100,18.08644,0.56483,55.09624,25.99712,0.25537,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89125,96.78693,23.75891,0.29356,52.98428,19.58121,0.16898,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89126,100,21.37775,0.20678,33.73084,44.68041,0.00423,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89127,99.13756,12.43173,0.52156,74.62705,11.55722,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89128,100,21.62009,0.18413,70.0075,8.18828,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89129,100,12.20974,0.43387,71.13049,16.15476,0.07113,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89130,99.37903,10.59622,0.70561,65.09128,22.98592,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89132,96.53702,19.01704,0.0443,57.0699,20.2538,0.15199,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89133,99.17072,4.35749,0.02494,64.33356,28.90213,1.5526,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89134,100,1.99576,0.09659,58.6794,39.22825,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89135,100,16.03121,0.31145,73.77346,9.14164,0.74225,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89136,99.86519,12.56522,0.75051,57.1183,29.43116,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89138,100,24.69418,0.85155,65.41671,4.61826,4.4193,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89139,100,14.92336,0.25412,73.18791,11.37634,0.25828,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89140,100,40.01042,0.16764,49.13224,10.68971,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89141,96.18151,21.59815,1.77339,54.99377,16.80055,1.01565,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89143,95.73807,21.20762,0.61181,62.51398,11.40466,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89144,97.63285,12.72413,0.5174,63.59233,20.79899,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89145,99.77585,15.25965,0.13477,72.86843,11.513,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89146,99.05044,16.1422,0.51524,70.6208,11.31856,0.45364,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89147,100,7.22212,0.25614,72.26133,20.26042,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89148,100,30.53059,0.84406,57.30841,11.31693,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89149,98.85623,5.25908,0.12762,80.92379,12.09631,0.44113,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89150,99.54206,15.64581,1.67601,64.6945,15.52752,1.99822,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89151,97.79005,13.18176,0.16457,59.18259,25.25933,0.00181,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89152,97.44989,20.3696,0.20823,66.60575,9.85767,0.40863,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89153,99.63863,35.52387,0.30228,54.03215,9.18114,0.5992,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89154,100,19.79724,0.34191,69.64373,9.29301,0.9192,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89155,100,11.95915,0.12966,82.23766,5.48912,0.1844,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89156,98.31599,21.94438,0.37611,58.62835,13.99021,3.37695,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89157,100,15.01673,0.50962,43.89706,40.4191,0.15749,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89158,96.25917,24.87859,0.70432,59.0105,11.21479,0.45097,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89159,99.99316,21.08913,0.34687,74.58422,3.94094,0.032,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89161,99.70395,14.43638,0.36247,74.59702,10.30809,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89162,99.21401,21.69972,0.52311,59.21674,17.72968,0.04477,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89163,97.24964,45.1145,1.02558,46.08556,5.02401,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89164,92.03843,10.84224,0.40001,78.24958,2.5466,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89165,99.98545,17.18656,0.72897,61.39293,20.67509,0.0019,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89166,100,20.69371,0.41545,44.57274,22.27377,12.04433,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89167,98.77259,12.89688,0.18524,74.14385,11.51193,0.0347,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89171,100,6.66122,0.06919,76.17431,16.96794,0.12734,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89172,100,21.43813,0.38425,59.74205,17.48124,0.95434,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89173,100,17.64481,0.01245,69.49814,6.13933,6.70528,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89174,99.34263,18.56356,0.16448,68.76249,11.84625,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89175,98.42625,16.12484,0.28164,57.84787,24.1719,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89176,99.38591,23.39673,0.39864,61.23816,14.35239,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89177,99.83945,46.81473,0.29769,43.69592,9.03111,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89178,100,9.10855,0.44505,52.56147,27.01204,10.87289,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89179,100,32.85361,0.61551,46.32882,20.20206,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89180,100,18.32045,0.37113,55.67093,25.62996,0.00752,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89181,94.51015,10.72644,1.86708,77.36505,4.55158,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89182,100,21.97468,0.6773,66.17749,11.16343,0.00302,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89184,99.65942,22.68061,0.69256,37.18219,37.64725,1.4568,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89185,97.68921,21.71432,0.92664,54.87159,15.75466,4.422,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89186,100,30.42952,5.78386,58.99723,4.78939,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89187,99.45546,19.02278,0.63976,52.72316,21.78617,5.28359,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89189,87.9657,6.09981,0.00493,58.08322,23.35845,0.41929,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89190,98.71889,10.28181,0.21055,59.1405,17.34178,11.74425,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89192,91.96714,5.34668,0.56071,76.05888,6.33911,3.66176,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89195,100,8.49976,1.04091,44.30717,28.36194,17.79021,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89196,100,9.23893,0.10876,77.51294,13.13937,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89197,97.03704,30.67592,0.20665,40.52189,25.60171,0.03087,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89198,99.9956,25.75083,0.39111,58.07677,15.7769,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89199,96.58575,17.90894,1.04954,53.3732,11.11894,0.2026,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89200,99.5525,14.64717,1.0159,70.60122,13.27121,0.00521,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89250,97.68209,8.47972,0.54879,63.15124,25.50235,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89251,99.94109,9.93331,0.17337,71.73817,18.09624,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89252,100,18.71054,0.55455,62.14373,17.10958,1.47685,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89253,100,38.17773,0.2526,46.95713,12.15794,2.4546,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89255,100,1.1793,0.02992,42.588,56.20278,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89259,99.28284,25.49656,1.23296,71.11482,1.31201,0.12648,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89260,99.82799,8.38483,0.43171,32.56532,57.1127,1.33343,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89261,100,26.0019,0.67776,60.87644,11.92676,0.51715,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89262,100,36.66987,0.23509,51.6821,11.26543,0.14752,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89263,100,22.04649,0.06546,56.41043,21.47762,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89265,99.82628,10.28405,0.32059,27.23111,61.89856,0.09196,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89267,100,7.8944,0.17324,56.717,35.21536,0,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89268,93.36469,20.79023,0.50593,44.67264,14.03005,13.36583,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89269,100,17.3425,0.49704,69.03509,11.95481,1.17057,0,0,Netherlands,35.46214824,12.07654258,Very High
SchirmerM_2016.metaphlan_bugs_list.stool:G89271,99.99614,0.80337,0,53.21966,45.9731,0,0,0,Netherlands,35.46214824,12.07654258,Very High
