Sample,k__Bacteria,k__Bacteria|p__Bacteroidetes,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Actinobacteria,k__Bacteria|p__Verrucomicrobia,k__Archaea|p__Euryarchaeota,k__Viruses|p__Viruses_noname,Country,Death rate by 100000,Case-Fatalety per 100 case,Susciptability to SARS-CoV-2
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142448,100,56.04403,0.98428,39.09495,3.87673,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142408,99.96712,38.57031,12.03606,48.66798,0.67945,0.0088,0,0.03288,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142407,100,40.50957,0.94389,54.27629,3.87425,0.396,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142406,100,42.49417,2.51941,53.53993,0.9491,0.48079,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142405,100,51.32729,6.01419,25.42472,16.4789,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142404,100,31.18984,11.71868,52.82942,4.26207,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142402,94.27535,37.89065,12.51405,42.25148,1.56782,0.05136,0.11907,5.60558,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142401,99.9897,57.98951,3.64,37.92103,0.27447,0.16002,0.0103,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142400,100,64.62371,2.57636,29.53088,0.41917,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142398,99.93974,38.95781,0.95574,53.53819,0.77679,5.71121,0.06026,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142397,99.9959,54.88529,2.52821,34.98095,0.69237,6.90114,0.0041,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142225,100,38.76017,45.74403,14.45853,0.97463,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142395,99.95049,53.45179,23.39542,22.39225,0.66075,0.05027,0,0.04951,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142452,100,58.40185,1.31565,40.07159,0.20518,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142451,100,14.88477,0.79811,79.64816,4.54825,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142226,99.87211,20.64818,15.22272,50.67331,13.3199,0,0,0.12789,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142391,100,57.01497,4.34978,37.88121,0.6934,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142390,100,39.54033,13.44639,17.09095,28.49094,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142388,100,34.43544,1.19346,60.9946,3.30741,0.02981,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142387,100,77.34238,3.1833,18.29789,0.88583,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142386,100,68.02277,0.76871,24.88975,6.16011,0.15162,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142385,99.56317,20.55027,3.62494,71.89863,3.17921,0.30875,0.43683,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142384,100,46.36807,2.53786,49.68159,1.38963,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142383,100,57.4328,25.38009,7.86618,0.82908,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142382,100,51.75697,4.83293,41.28142,2.03445,0.07328,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142381,100,17.82603,0.7269,73.57601,7.54689,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142380,100,54.32885,5.14011,35.77163,2.86419,1.89522,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142379,100,47.24344,0.74527,51.92714,0.06513,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142472,99.99519,22.54037,3.90578,71.04143,2.12982,0.00343,0.00481,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142378,100,60.14491,2.01906,31.25782,1.2076,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142377,100,71.274,1.34433,26.12,0.16862,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142376,100,69.92448,2.07463,24.87523,0.55047,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142375,100,57.47852,2.17177,38.99095,0.8049,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142227,99.97565,50.45871,2.31687,46.84088,0.19553,0,0,0.02435,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142228,99.99836,50.02616,8.693,40.98751,0.19771,0,0,0.00164,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142229,99.97719,35.53603,1.9291,59.28604,3.22377,0.00136,0,0.02281,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142230,99.6224,45.98046,8.4287,35.36271,0.36509,6.49038,0.03498,0.34262,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142231,99.83389,46.81557,4.43533,40.42264,7.92195,0.21169,0,0.16611,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142232,99.98964,34.47053,14.51225,46.86391,2.94711,0.00023,0.00196,0.00793,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142233,100,42.95348,1.35313,42.43542,13.21453,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142234,100,46.75167,1.50564,32.20198,16.47393,3.06679,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142235,99.98794,50.67079,0.76718,37.29214,11.17054,0.08728,0,0.01206,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142236,99.99426,32.80006,8.91387,45.21818,13.00982,0,0,0.00417,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142222,99.99216,63.3686,5.20969,31.09769,0.30804,0,0.00211,0.00573,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142334,98.63718,53.24554,0.51102,42.61973,2.24844,0.00758,1.36282,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142335,100,49.89646,10.93391,38.3656,0.61406,0.18239,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142333,100,47.77751,1.40978,42.26304,5.3109,3.23876,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142329,100,64.45517,3.4243,29.84189,2.26641,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142328,100,68.29877,2.92848,28.56591,0.19315,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142339,99.99093,56.73682,1.79052,37.13954,3.49201,0,0,0.00907,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142341,99.99264,66.79401,2.5908,30.12793,0.47211,0,0,0.00736,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142337,99.98951,70.37263,6.60416,20.40849,2.29977,0,0,0.01049,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142327,99.99149,30.73668,1.01889,66.79524,1.42849,0,0,0.00851,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142330,72.56675,42.91467,1.25144,26.80208,0.40723,0,0,27.43325,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142331,100,51.49433,1.60242,46.55602,0.08891,0.25484,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142326,98.60535,64.9041,1.36268,30.86617,1.28262,0.15133,0,1.39465,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142332,100,51.01061,7.39689,39.83441,1.37959,0.06163,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142325,99.9971,80.87191,3.33723,14.87839,0.3705,0,0,0.0029,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142336,100,23.50186,4.27695,69.4437,1.28469,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142338,95.73968,73.259,5.82887,15.46979,1.18202,0,0,4.26032,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142340,99.95597,68.33816,1.94072,28.91159,0.49772,0,0,0.04403,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142342,100,75.90286,4.0556,18.5689,1.21053,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142343,99.99669,50.7226,1.45494,46.64172,1.07039,0,0,0.00331,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142344,99.9821,80.97884,5.2857,11.4408,2.25612,0,0,0.0179,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142345,100,75.89393,0.70611,23.04312,0.35684,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142346,99.84876,77.54497,9.79025,10.78426,0.1306,0.00055,0,0.15124,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142347,100,43.38348,2.23112,51.18203,3.17307,0,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142348,99.18094,66.83212,21.0701,10.9053,0.27854,0.00054,0,0.81906,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142349,98.88937,83.47625,1.50914,13.35558,0.19964,0,0.23394,0.87669,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142350,99.3789,67.10368,2.90266,23.49709,5.33793,0.53525,0,0.6211,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142351,98.02289,51.23593,2.88156,40.18793,1.06716,2.09649,0.59172,1.38539,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142352,99.21639,74.2257,1.3798,22.91438,0.67074,0,0,0.78361,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142353,98.33165,56.02504,0.52142,40.64321,0.51032,0.63165,0,1.66835,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142354,98.80692,82.17147,1.19176,12.55689,1.9215,0,0,1.19308,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142355,99.99138,70.18733,3.14319,21.92445,4.71217,0,0,0.00862,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142356,99.47613,89.54033,0.97252,5.88081,3.08247,0,0,0.52387,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142357,99.41507,49.3645,2.20623,45.25972,2.57929,0,0.00264,0.58229,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142358,99.15418,79.32906,1.27982,18.29223,0.24367,0,0.01104,0.83478,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142359,98.8808,83.13144,0.24343,15.34069,0.15618,0.00906,0.02157,1.09763,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142361,98.98606,49.30101,12.09462,32.23063,5.35423,0,0.00922,1.00472,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142362,99.28783,69.56271,1.79985,25.40135,0.28201,0,0,0.71217,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142363,99.99729,55.81688,12.52002,27.68918,2.27995,1.6397,0.00271,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142364,96.86144,54.47184,31.85303,10.03384,0.26995,0,1.21104,1.92753,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142365,98.51943,64.66978,8.92653,22.47647,1.02291,1.41282,0,1.48057,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142366,100,19.44695,4.10085,63.92798,12.46988,0.03478,0,0,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142367,99.09071,61.18049,15.24257,22.0655,0.51084,0.08856,0.0029,0.9064,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142368,98.61499,65.88477,2.44526,30.21691,0.06354,0,0,1.38501,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142369,99.30481,51.79244,14.633,29.39523,3.47811,0,0,0.69519,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142370,98.2058,58.50689,0.93171,38.72579,0.03525,0,0.58608,1.20812,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142371,99.11322,53.68808,24.32949,15.85596,3.23769,0,0,0.88082,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142372,99.02816,78.39995,1.49027,16.06415,0.82611,0,0.00409,0.96774,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142373,98.67709,65.81958,2.66578,29.64743,0.54089,0,0.35393,0.96899,China,0.33342516,5.439756569,Medium
JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142374,100,60.77969,1.57037,37.36523,0.28471,0,0,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:DLF005-IE,100,45.31089,1.17457,52.66221,0.85233,0,0,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:DLM006-IE,99.87743,28.72939,1.10866,69.75102,0.28417,0.00419,0.12257,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:DOM005-IE,99.99107,52.7177,30.82454,13.01683,0.17423,0,0.00893,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:DOM017-IE,100,54.56127,1.21513,42.84861,0.10203,0,0,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:NLF002-IE,100,59.12153,1.73082,38.86224,0.25034,0,0,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:NLF009-IE,100,58.75018,2.62152,38.35013,0.27817,0,0,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:NLM009-IE,99.99669,74.53181,1.35096,23.36702,0.7469,0,0,0.00331,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:NLM025-IE,99.78529,55.34083,4.80927,37.10004,0.99711,1.53804,0.21471,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:NOF002-IE,100,62.36386,6.86757,28.54666,2.05748,0.00632,0,0,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:NOF007-IE,99.95616,57.35567,0.81956,39.73107,2.02933,0,0,0.04384,China,0.33342516,5.439756569,Medium
LiJ_2014.metaphlan_bugs_list.stool:NOF013-IE,99.98494,52.96171,1.38775,43.93034,1.68158,0.00271,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-48,99.98824,91.73539,6.18997,1.96672,0.05607,0,0,0.01176,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-47,99.99943,15.3005,77.6508,6.96228,0.08584,0,0.00057,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-10,100,78.6659,3.41615,17.80649,0.11147,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-9,99.95605,91.04639,2.6579,4.64972,0.00543,0,0,0.04395,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-8,100,67.03823,10.34147,19.4522,2.92988,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-1,100,72.55525,22.51784,4.0134,0.91351,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-14,100,42.81644,10.16227,46.89073,0.12844,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-13,99.86597,77.78864,4.31613,17.04906,0.58821,0,0,0.13403,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-12,100,76.80767,8.17927,14.78677,0.11016,0.11614,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-11,100,89.21542,0.64475,9.93597,0.144,0.05986,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-15,99.98284,86.81911,2.87083,10.22683,0.06606,0,0,0.01716,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-17,99.98966,79.17177,4.65434,13.31238,2.85118,0,0,0.01034,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-16,99.94159,68.96178,2.70316,22.10026,6.17638,0,0,0.05841,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-19,100,93.02942,0.33463,6.61724,0.01758,0.00112,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-18,99.98074,62.40621,11.56259,24.95663,0.99996,0,0,0.01926,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-2,99.91945,76.94363,10.41575,6.71552,0.29977,0,0,0.08055,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-21,99.72763,91.54673,2.47163,5.40818,0.2366,0.06432,0,0.27237,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-20,100,80.348,10.63657,8.63634,0.15608,0.22301,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-23,100,94.86467,1.46092,3.58085,0.09356,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-22,99.95152,81.80584,2.15629,15.3829,0.59835,0,0,0.04848,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-24,99.98889,83.60624,3.86931,12.28525,0.22808,0,0,0.01111,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-29,100,68.52491,2.34128,29.08769,0.00662,0.0395,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-25,99.93566,90.61555,5.41102,3.79393,0.11516,0,0,0.06434,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-26,100,55.79813,3.69309,40.14713,0.36165,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-27,100,50.20788,4.52238,43.9149,1.35333,0.00152,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-28,100,95.46961,1.968,2.52985,0.03255,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-3,100,15.47424,75.81901,7.98426,0.71084,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-36,100,53.11231,22.24952,2.91537,21.1965,0.12993,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-35,99.72621,83.18627,1.67447,13.95358,0.90934,0.00254,0,0.27379,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-39,99.87549,61.03889,6.20447,31.29755,1.18882,0,0,0.12451,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-30,99.98515,86.96165,1.14826,11.8002,0.07504,0,0,0.01485,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-31,100,78.21556,4.46814,10.9674,6.00E-04,6.28721,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-32,99.98955,84.026,4.66569,11.07255,0.2253,0,0,0.01045,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-33,99.99537,83.5351,4.50672,11.59588,0.05527,0.30241,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-34,99.98602,90.51335,8.40501,1.04796,0.0197,0,0,0.01398,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-38,99.7235,85.7887,2.93813,10.95434,0.04233,0,0,0.2765,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-37,100,86.13139,6.54276,6.98976,0.21855,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-42,99.89271,78.70528,4.00585,16.52734,0.12665,0,0,0.10729,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-41,100,96.83555,1.09149,2.07295,0,0,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-40,99.98411,82.17653,5.31438,11.45343,1.02681,0,0,0.01589,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-44,100,64.00302,3.61986,31.72172,0.39924,0.25616,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-43,100,74.97506,15.76387,3.81572,4.76201,0.62757,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-4,99.99522,90.05177,2.45717,7.28085,0.02073,0.17916,0,0.00478,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-45,100,33.04451,3.19425,54.76636,0.09741,0.00863,0,0,China,0.33342516,5.439756569,Medium
YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-46,100,70.69513,8.88111,14.58655,5.83363,0.00358,0,0,China,0.33342516,5.439756569,Medium
,,,,,,,,,,,,
HanniganGD_2017.metaphlan_bugs_list.stool:MG100155,100,0,0,72.92345,27.06698,0.00957,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100156,99.75295,0.08235,0,74.74317,18.87425,6.05318,0,0.24705,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100157,100,0.7384,0,30.61008,68.65152,0,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100158,100,15.27377,8.64181,73.61672,2.41824,0.01102,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100159,100,1.00357,0,95.79031,3.20613,0,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100161,100,5.97026,9.03138,56.64708,28.35128,0,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100162,100,0.72344,0.58088,55.20456,36.52724,6.96387,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100163,100,0,13.47663,51.28291,35.1396,0.10087,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100164,94.5405,1.01245,0.96797,22.652,1.73044,68.17765,5.4595,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100165,100,61.56841,0.38317,37.74521,0.3032,0,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100166,100,3.79022,2.14457,60.72071,4.07192,29.27258,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100167,98.88742,4.45183,0.09308,82.74326,11.59925,0,1.11258,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100168,100,0.35909,7.57699,17.53493,74.45812,0.01482,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100169,96.81717,10.46712,0.12881,36.2725,46.06045,3.88828,3.18283,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100170,99.93698,9.27866,0.20493,81.11221,9.33535,0.00582,0,0.06302,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100171,100,7.15532,0,85.29471,1.10605,6.44391,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100172,100,0,0.30077,89.19379,10.48417,0.02127,0,0,USA,39.64777418,4.340681132,Medium
HanniganGD_2017.metaphlan_bugs_list.stool:MG100173,100,0.39924,4.88793,81.23113,13.40964,0.07206,0,0,USA,39.64777418,4.340681132,Medium
